age,hp_kW,km,Gearing_Type,Gears,body_type,make_model,Fuel,Drive_chain,Weight_kg,Paint_Type,Upholstery_type,cons_comb,price
3.0,100.0,68116.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,3.9,20152.0
3.0,100.0,89000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,20240.0
2.0,100.0,66069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Part/Full Leather,4.1,20158.4
3.0,103.0,44000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,19920.0
3.0,100.0,89000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Part/Full Leather,4.1,20240.0
3.0,88.0,89716.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Part/Full Leather,4.1,20128.0
3.0,100.0,60250.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Part/Full Leather,3.9,20000.0
3.0,88.0,77161.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Part/Full Leather,5.6,20000.0
2.0,100.0,84000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1571.0,Metallic,Part/Full Leather,3.8,20000.0
2.0,100.0,81822.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Part/Full Leather,3.9,20000.0
3.0,100.0,87000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1543.0,Metallic,Cloth,3.6,20000.0
3.0,100.0,144000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Part/Full Leather,3.9,20000.0
2.0,100.0,125447.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Part/Full Leather,3.9,20000.0
3.0,100.0,89500.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Part/Full Leather,3.9,20000.0
3.0,88.0,79990.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1538.0,Metallic,Part/Full Leather,3.0,20000.0
3.0,125.0,134500.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Part/Full Leather,4.5,19998.4
3.0,125.0,111000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Part/Full Leather,4.3,19998.4
3.0,100.0,101000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.1,19840.0
3.0,100.0,119000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Cloth,3.9,19840.0
3.0,88.0,63800.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Cloth,3.9,19840.0
3.0,103.0,44000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Part/Full Leather,5.3,19920.0
3.0,88.0,165000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Part/Full Leather,3.9,19680.0
2.0,100.0,145000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,5.4,19984.0
3.0,100.0,115000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Cloth,3.9,19200.0
3.0,125.0,120810.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Cloth,4.7,19680.0
3.0,100.0,72000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.8,19200.0
3.0,88.0,116000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,19200.0
2.0,100.0,92856.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.8,19192.0
2.0,100.0,107000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.0,19198.4
2.0,100.0,91176.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1441.0,Metallic,Cloth,4.0,19198.4
2.0,100.0,92960.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.8,19192.0
3.0,88.0,80000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.9,19184.0
2.0,88.0,60000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.9,19184.0
3.0,88.0,85000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,4.1,19198.4
3.0,103.0,45000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,19120.0
3.0,125.0,165435.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,4WD,1487.0,Metallic,Part/Full Leather,5.6,19168.0
3.0,125.0,146645.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.6,19168.0
3.0,100.0,85590.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,5.4,19184.0
2.0,100.0,91223.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.6,19120.0
3.0,195.0,89982.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,4.9,19168.0
3.0,100.0,89042.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,5.4,19152.0
3.0,103.0,45000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,19120.0
3.0,103.0,57000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,19120.0
3.0,103.0,57000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,19120.0
3.0,103.0,57000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,19120.0
3.0,103.0,45000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,19120.0
3.0,100.0,75000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,19040.0
3.0,100.0,149000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,3.9,19040.0
3.0,100.0,118000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,3.9,19040.0
3.0,100.0,122327.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,4.1,18960.0
3.0,100.0,105039.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Cloth,3.9,19040.0
3.0,88.0,69435.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,19038.4
3.0,88.0,84460.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Cloth,4.1,19024.0
3.0,100.0,108785.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,3.9,19008.0
3.0,88.0,130000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,18880.0
3.0,100.0,155784.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,3.9,18720.0
3.0,88.0,180180.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Cloth,4.1,18400.0
3.0,88.0,100000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,18398.4
2.0,100.0,89000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Part/Full Leather,3.9,18384.0
3.0,125.0,136000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1743.0,Metallic,Cloth,5.5,18384.0
3.0,125.0,167255.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.6,18368.0
3.0,88.0,51592.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Part/Full Leather,3.9,18078.4
3.0,100.0,78000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Part/Full Leather,3.8,17760.0
2.0,88.0,10500.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Part/Full Leather,4.1,17600.0
3.0,88.0,113000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,17584.0
3.0,100.0,80000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Part/Full Leather,3.8,17584.0
3.0,100.0,103100.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.1,17584.0
3.0,100.0,166600.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.6,17568.0
3.0,100.0,76000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1571.0,Metallic,Part/Full Leather,3.8,17520.0
3.0,100.0,76000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1571.0,Metallic,Part/Full Leather,3.8,17520.0
3.0,100.0,76000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1571.0,Metallic,Part/Full Leather,3.8,17520.0
2.0,100.0,88000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1571.0,Metallic,Part/Full Leather,3.8,17520.0
2.0,100.0,88000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1571.0,Metallic,Part/Full Leather,3.8,17520.0
2.0,100.0,88000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,2300.0,Metallic,Part/Full Leather,3.8,17520.0
2.0,100.0,88000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1571.0,Metallic,Part/Full Leather,3.8,17520.0
2.0,100.0,93000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,2300.0,Metallic,Part/Full Leather,3.8,17520.0
3.0,88.0,122000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,17520.0
2.0,100.0,85905.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1441.0,Metallic,Part/Full Leather,4.0,17456.0
3.0,88.0,126100.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,17440.0
3.0,100.0,119000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Cloth,3.0,17440.0
3.0,88.0,150000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,17184.0
3.0,88.0,69000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Cloth,4.1,16800.0
3.0,100.0,153413.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1613.0,Metallic,Part/Full Leather,3.8,17278.4
2.0,100.0,92870.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.8,17438.4
3.0,103.0,42000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,16800.0
2.0,125.0,107000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,16960.0
2.0,125.0,60000.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1701.0,Metallic,Cloth,6.2,16800.0
3.0,103.0,42000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,16800.0
3.0,100.0,187000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1626.0,Metallic,Cloth,3.9,16784.0
3.0,88.0,76000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,16720.0
3.0,88.0,76000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,16720.0
3.0,100.0,124608.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,3.9,16632.0
3.0,125.0,179000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,4.5,16768.0
3.0,100.0,190000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,16784.0
3.0,88.0,76000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,16720.0
3.0,103.0,43000.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.3,16560.0
3.0,103.0,43000.0,Manual,6.0,Compact,Opel Insignia,Benzine,front,1503.0,Metallic,Part/Full Leather,5.3,16560.0
3.0,88.0,134200.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,4.1,16552.0
2.0,100.0,31500.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1623.0,Metallic,Cloth,4.1,16000.0
3.0,103.0,43000.0,Manual,6.0,Compact,Opel Insignia,Benzine,front,1503.0,Metallic,Part/Full Leather,5.3,16560.0
3.0,100.0,157809.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,15968.0
3.0,100.0,214999.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1513.0,Metallic,Cloth,3.0,15840.0
2.0,88.0,124000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,5.4,15840.0
3.0,88.0,108000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,15760.0
3.0,88.0,108000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,15760.0
2.0,125.0,72728.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,23984.0
3.0,125.0,51500.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1843.0,Metallic,Cloth,5.6,24478.4
2.0,125.0,82900.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Cloth,4.5,24560.0
3.0,125.0,61400.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1788.0,Metallic,Cloth,4.7,24464.0
3.0,125.0,85000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1613.0,Metallic,Cloth,4.3,24320.0
2.0,100.0,79980.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,3.9,24304.0
3.0,125.0,91000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,4.7,24400.0
3.0,88.0,46000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.1,24784.0
3.0,125.0,62100.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.5,24000.0
3.0,88.0,60000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1713.0,Metallic,Part/Full Leather,3.9,25264.0
3.0,103.0,68341.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,5.6,24624.0
3.0,100.0,73130.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,4.1,24000.0
3.0,103.0,41028.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.6,25352.0
3.0,103.0,15900.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1618.0,Metallic,Cloth,5.3,25264.0
3.0,125.0,118450.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Part/Full Leather,4.5,25200.0
2.0,103.0,42000.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,5.6,25200.0
2.0,103.0,42000.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,5.6,25200.0
2.0,103.0,40000.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1623.0,Metallic,Cloth,5.6,25120.0
3.0,100.0,42000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,4.5,25104.0
3.0,125.0,120000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1788.0,Metallic,Cloth,5.4,24800.0
3.0,100.0,45000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,24800.0
3.0,125.0,92000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1613.0,Metallic,Cloth,4.3,24800.0
3.0,100.0,74882.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1589.0,Metallic,Part/Full Leather,4.3,24800.0
3.0,100.0,55000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Part/Full Leather,3.9,24798.4
3.0,101.0,66210.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.6,24798.4
3.0,100.0,40850.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,3.9,24800.0
3.0,88.0,10791.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1596.0,Metallic,Cloth,3.9,24784.0
2.0,100.0,50505.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,5.6,24784.0
3.0,125.0,102000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,4.5,24784.0
3.0,88.0,39000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Cloth,3.9,24784.0
3.0,100.0,92700.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,4.3,24784.0
3.0,125.0,70000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1843.0,Metallic,Cloth,4.5,24784.0
3.0,125.0,70000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1843.0,Metallic,Cloth,4.5,24784.0
2.0,125.0,27679.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,24768.0
3.0,125.0,112130.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Part/Full Leather,4.5,24768.0
3.0,100.0,146758.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1564.0,Metallic,Part/Full Leather,3.9,24720.0
3.0,103.0,71069.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,7.9,24720.0
3.0,103.0,59880.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1613.0,Metallic,Cloth,5.8,24720.0
3.0,103.0,71069.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,7.9,24720.0
3.0,125.0,76450.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1733.0,Metallic,Cloth,4.5,24720.0
2.0,88.0,32651.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1664.0,Metallic,Cloth,5.6,24720.0
3.0,125.0,96721.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,4.5,24720.0
3.0,103.0,49992.0,Manual,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,5.6,24704.0
3.0,100.0,38000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,3.9,24640.0
3.0,100.0,56013.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1613.0,Metallic,Part/Full Leather,5.1,24640.0
3.0,100.0,39950.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,3.9,23998.4
3.0,100.0,59456.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Part/Full Leather,3.9,23996.800000000003
3.0,100.0,153683.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1564.0,Metallic,Part/Full Leather,4.1,23992.0
3.0,88.0,31900.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,23992.0
3.0,88.0,33000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,4.1,23984.0
3.0,88.0,31665.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.6,23992.0
3.0,125.0,80000.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,5.0,23984.0
3.0,125.0,115450.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,4.5,23984.0
3.0,125.0,96750.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,4.5,23984.0
2.0,125.0,72728.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.6,23984.0
2.0,125.0,112895.0,Automatic,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.5,29566.4
2.0,125.0,52150.0,Automatic,6.0,Station wagon,Opel Insignia,Diesel,front,1901.0,Metallic,Cloth,6.4,31968.0
2.0,100.0,25047.0,Automatic,6.0,Sedans,Opel Insignia,Diesel,front,1522.0,Metallic,Part/Full Leather,5.5,31824.0
2.0,100.0,64000.0,Automatic,6.0,Station wagon,Opel Insignia,Diesel,front,1462.0,Metallic,Cloth,5.2,30320.0
2.0,125.0,25494.0,Automatic,8.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Cloth,5.15,32800.0
2.0,121.0,45848.0,Automatic,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Part/Full Leather,6.0,31808.0
1.0,100.0,23900.0,Automatic,6.0,Station wagon,Opel Insignia,Diesel,front,1585.0,Metallic,Part/Full Leather,5.2,33440.0
1.0,121.0,28850.0,Automatic,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,5.7,34320.0
1.0,121.0,29100.0,Automatic,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Part/Full Leather,6.2,34704.0
1.0,121.0,24152.0,Automatic,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Part/Full Leather,6.2,35120.0
1.0,100.0,24390.0,Automatic,6.0,Sedans,Opel Insignia,Diesel,front,1522.0,Metallic,Part/Full Leather,5.5,34704.0
2.0,100.0,22600.0,Automatic,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,5.1,35024.0
1.0,125.0,24620.0,Automatic,8.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Part/Full Leather,5.5,35104.0
1.0,121.0,31206.0,Automatic,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Part/Full Leather,6.1,35120.0
2.0,121.0,29957.0,Automatic,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,6.1,35168.0
2.0,125.0,27800.0,Automatic,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,5.6,35168.0
2.0,121.0,13990.0,Automatic,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,6.0,35184.0
2.0,121.0,13990.0,Automatic,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,6.0,35184.0
1.0,121.0,13860.0,Automatic,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Part/Full Leather,6.1,35184.0
1.0,121.0,26960.0,Automatic,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,6.2,34704.0
1.0,121.0,27941.0,Automatic,6.0,Station wagon,Opel Insignia,Benzine,front,1487.0,Metallic,Cloth,6.2,35184.0
1.0,121.0,29300.0,Automatic,6.0,Station wagon,Opel Insignia,Benzine,front,1522.0,Metallic,Cloth,6.2,34960.0
2.0,100.0,20346.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25454.4
2.0,100.0,20346.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25454.4
2.0,100.0,20346.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25454.4
2.0,100.0,20346.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25454.4
2.0,100.0,20346.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25454.4
2.0,100.0,36852.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,4.3,25440.0
2.0,100.0,6120.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,3.9,25440.0
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
2.0,100.0,14069.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1701.0,Metallic,Cloth,4.1,25891.2
1.0,103.0,29906.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1503.0,Metallic,Cloth,5.7,25760.0
2.0,100.0,50630.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1571.0,Metallic,Cloth,3.9,25584.0
1.0,101.0,39525.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,4.3,25584.0
1.0,101.0,39525.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,4.3,25584.0
1.0,101.0,39525.0,Manual,6.0,Sedans,Opel Insignia,Diesel,front,1503.0,Metallic,Cloth,4.3,25584.0
2.0,100.0,48000.0,Manual,6.0,Station wagon,Opel Insignia,Diesel,front,1487.0,Metallic,Part/Full Leather,3.9,25552.0
2.0,103.0,32300.0,Manual,6.0,Sedans,Opel Insignia,Benzine,front,1513.0,Metallic,Part/Full Leather,5.3,25504.0
